label,text,text1
60,complete book fly fishing,Comprehensive guide to fly fishing
97,college best financial aid arizona state university,best financial aid for college at arizona state university
38,spreading thousand protest jordan demand pm step aljazeera net,"Thousands of protests are spreading in Jordan, demanding the PM's step via Al Jazeera net."
51,manchester austerity cut hit frontline service leisure centre library swimming pool public toile,austerity cuts in manchester impacted frontline service leisure centre library swimming pool public toile
45,thing social medium revolution,social platform transformation
85,best buy launch electronics buy program ap,best buy introduces an electronics purchase program ap
88,social network king speech aim oscar ap ap academy award voter poised set showd,social network king speech targeted oscar academy award voter poised to showd
79,ticker thousand yemeni call president quit,A thousand Yemeni call for president's quit ticker
71,australian open final novak djokovic andy murray live blog bleacher report contributor scott,A live blog covering the Australian Open final featuring Novak Djokovic and Andy Murray is provided by Bleacher Report contributor Scott.
79,yemen republican guard dispatched roaming street sana reliable source,A reliable source reported that the Yemen Republican Guard was dispatched to roam the streets of Sana.
98,cbc ticker southeast australia brace flood australia deadly flood crisis forced people,"The CBC ticker in Southeast Australia reported on the deadly flood crisis in Australia, forcing people to brace for floods."
58,fda approves pharma preterm birth drug embattled drugmaker pharmaceutical reported health reg,The FDA approves a pharmaceutical preterm birth drug from an embattled drugmaker as reported in health regulations.
55,acai berry weight loss confusing helen arsenault january talk mogul op,Helen Arsenault's January talk on confusing acai berry weight loss topics featuring mogul op.
60,update fly fishing tip beginner ultimate guide learn fly fish pro,An updated beginner's ultimate guide to fly fishing tips and learning to fly fish like a pro.
36,ufo paranormal terrorist bombing moscow airport,a terrorist bombing at moscow airport involving ufo and paranormal elements
41,hawaii won release obama birth info,hawaii released obama's birth information
94,horse racing oc tavern bar state offer track horse betting,The state offers a horse racing track with betting options at OC Tavern Bar.
62,starbucks size trente hold entire bottle wine enjoy,Enjoy an entire bottle of wine in a Starbucks size trente.
87,super bowl recipe todd dirt dirt man shared recipe patch ve ta,"A Super Bowl recipe was shared by Todd Dirt Dirt Man, including a patch and 've ta'."
87,spicy food popular child quick thai style chicken soup will hit,A quick Thai-style chicken soup that's spicy and popular with children will hit.
72,crystal clear kim kardashian single fucking idiot,Crystal clear: Kim Kardashian is a single fucking idiot.
68,drug rehab work charlie sheen reportedly receiving help clearest benefit pat,"Work in drug rehab is reportedly helping Charlie Sheen, with the clearest benefit being Pat."
88,social network king speech aim oscar ap ap academy award voter poised set,"Social network king speech aims for an Oscar, AP, AP, and Academy Award voter poised set."
55,real acai berry supplement deal rapid fast weight loss well ordered acai berry blast,A genuine acai berry supplement deal provides rapid fast weight loss with a well ordered acai berry blast.
104,watching extreme makeover don text drive,viewing the extreme makeover show via text message drive
25,gotta luv video jesse ventura strike lawsuit tsa,Need to appreciate the video featuring jesse ventura's strike-related lawsuit against the tsa.
55,acai berry social bookmarking net acai berry latest weight loss buy acai berry best colon cleanse,"Acai berry latest weight loss product available for purchase through social bookmarking sites, offering the best colon cleansing solution via online networks."
99,worst best super bowl commercial video,The worst and best Super Bowl commercial video
90,st andrew st michael school hold second annual bullying awareness conference,st andrew st michael school hosts the second annual bullying awareness conference
89,supreme court temporarily halt georgia execution,the supreme court temporarily halts georgia's execution
55,acai berry powder ehow acai berry powder acai berry extraordinarily,Acai berry powder from ehow is an extraordinarily notable product.
87,chicken vegetable herb brown rice,"Brown rice with chicken, vegetables, and herbs"
10,egypt military secures famed antiquity museum,The egypt military secures a renowned antiquities museum.
99,completely freaky sense sony xperia play commercial kind awesome creepy thumb superbowl,Sony Xperia Play commercial delivers a completely freaky sense that's both awesome and creepy with a thumb-activated Super Bowl twist.
99,love coke commercial dragon superbowl,A Coke commercial featuring a dragon during the Super Bowl is loved.
10,al jazeera thousand egyptian youth form human shield protect egyptian museum museum egypt jan,Al Jazeera reported that a thousand Egyptian youth formed a human shield to protect the Egyptian Museum in Egypt during January.
67,tceltics davis leaf game sun sore hamstring boston celtic nbanewsfeed,nbanewsfeed reports that boston celtic player davis had a sore hamstring during a game against sun.
79,street yemen day rage sanaa reuters yemeni,Reuters reports on Yemeni unrest in Sanaa's streets during a day of rage.
21,rahm emanuel ballot chicago alternet,Alternet covers Rahm Emanuel's ballot in Chicago.
22,judge rule health care law foxnews,judge rule health care law foxnews
60,fishing striped bass ll fight hard fish pull force lake norman st,fishing for striped bass at lake norman st involves strong resistance from hard-fighting fish requiring significant pulling force
68,charlie rating soar big bonus short rehab,charlie's rating increased significantly with a large bonus during a short rehabilitation period
97,cash college workshop tomorrow find location,Find the location of the cash college workshop happening tomorrow.
99,audi super bowl commercial online video audi,Audi's Super Bowl commercial available as an online video
60,fishing report jan illinois winter steelhead fishing good driftboaters cop,fishing report for january in illinois indicates good winter steelhead fishing conditions for driftboaters with cop
60,patrick asks obama intervene fishing regulation dispute,patrick requests obama's intervention in a fishing regulation dispute
110,expert differ sanction debate,Sanctions and debate are areas where experts differ.
80,chipotle face ice inspection state reuters,chipotle faces ice inspection in state reuters
55,skinny burn fat,Burn fat to achieve slimness.
65,walmart embrace lady nutrition campaign,Walmart supports a women's nutrition campaign.
60,fishing rapala original floater fishing lure original floating rapala fished fishingkahuna,"Original Rapala floating lure, fishing float, original Rapala fished with fishingkahuna"
99,super bowl prediction volkswagen commercial force beat audi goodnight commercial seo,"Super Bowl forecast includes Volkswagen ad, Force defeating Audi, Goodnight ad, and SEO."
90,autism awareness month education key bully,Education on autism awareness month is crucial to address bullying.
10,rioter destroy mummy egyptian museum cairo filed art culture history learning afric,"A rioter destroyed a mummy at the Egyptian Museum in Cairo involving art, culture, history, learning, and afric."
46,bottega veneta rtw spring beautiful fashion art gt,bottega veneta spring ready-to-wear features beautiful fashion art gt
60,mainenance fishing rod preserving rod read,Read the mainenance fishing rod and preserving rod.
55,lt gt acai berry lt gt weight loss side effect improvement,Improvement in side effects related to weight loss via acai berry.
57,blizzard break chicago snow record inch expected,A blizzard is expected to break Chicago's snow record with an inch of accumulation.
36,suicide bomber blamed moscow airport attack killed russian state tv report,A suicide bomber was blamed for the Moscow airport attack that killed a Russian state TV report.
104,save text save life don text driving text life imagine dream inspire,"Save text to save life, don't text while driving, imagine your dream and be inspired."
99,ford paid shit load commercial air time superbowl,ford spent a significant amount on commercial air time during the superbowl
92,smart money future mixed ahead data earnings market update stock future mi investing money,Smart money investors face a mixed future ahead as market data and earnings updates highlight stock futures and MI-related investing considerations.
62,starbucks terrifying trenta cup hold entire bottle wine,starbucks terrifying trenta cup can hold an entire bottle of wine
86,msn today joanna yeates suspect court,Today's MSN coverage includes Joanna Yeates as a suspect in court.
21,illinois state appeal court declared rahm emanuel ineligible mayor chicago born kenya,"the illinois state appellate court ruled rahm emanuel ineligible for mayor, having been born in chicago kenya"
55,exactly acai berry diet pill wrk yahoo answer acai berry diet pill,exactly acai berry diet pill work yahoo answer acai berry diet pill
84,buck belief nba concussion protocol three year ago ucla luc richard mbah moute sust,"Three years ago, Buck Belief and Luc Richard Mbah Moute at UCLA were involved with the NBA concussion protocol sust."
27,tip help reduce energy bill control electricity save money power bill,Advice can assist in lowering energy costs by managing electricity usage and reducing expenses on power bills.
37,breaking news fluid buildup rep giffords brain will delay start full fledged rehabilitation hou,Breaking news: Fluid accumulation in rep giffords' brain will postpone initiation of full fledged rehabilitation hou.
60,toledo bend report chicken coop providing hot crappie action love bass fishing bu,toledo bend report chicken coop offering hot crappie fishing and fondness for bass fishing bu
52,rid bedbug,eliminate bedbug
99,favorite superbowl motorola xoom tablet swipe apple tonight,Apple's favorite Super Bowl Motorola Xoom tablet swipe tonight
99,awesome bold superbowl commercial seriously going consider xoom tablet ipad,Seriously going to consider the bold and awesome Super Bowl commercial for Xoom tablet and iPad.
108,identity theft cost infographic,Infographic depicting identity theft expenses
60,tip fly fishing brook trout stream manual angler ten tip fly,A guide for anglers on fly fishing in streams featuring ten tips for catching brook trout.
97,sixth annual avnet tech game offer scholarship networking opportunity winning student will,The sixth annual Avnet Tech Game provides a scholarship and networking opportunity for the winning student.
99,dorritos pepsi commercial tyrant superbowl commercial,a superbowl commercial featuring dorritos and pepsi with a tyrant
14,rite movie review fan movie deal battle good,A fan of movie reviews finds a good movie deal in the battle rite.
66,gang hunt journalist right worker egypt nytimes jatkhs,The New York Times reports on a gang hunt targeting a journalist and a right worker in Egypt.
72,kardashians episode good,a good episode of kardashians
75,social medium blast christina aguilera national anthem super bowl flub day social medium,Christina Aguilera's national anthem performance at the Super Bowl faced backlash on social media due to a flub on that day.
87,sinfully spicy easy easy eat reshmi chicken kebab roll indianfood recipe indianfastfood,"A spicy, easy-to-eat Reshmi chicken kebab roll recipe from Indian fast food."
108,identity theft cost infographic online fraud crime rise mo,Infographic on identity theft costs showing increase in online fraud and crime mo
99,commercial motorola xoom suck people apple tool sb superbowl,A commercial Motorola Xoom tool that sucks people's Apple SB superbowl.
17,white stripe breaking performance record winnipeg free press,A white stripe breaks a performance record according to the Winnipeg Free Press.
99,mercedes benz class coupe sl amg roadster revealed superbowl commercial tmr,"A Mercedes-Benz Class Coupe SL AMG Roadster was revealed in a Super Bowl commercial, tmr."
71,murray congratulation djokovic winning men australianopen championship nice work going bed,murray extends congratulations to djokovic on winning the men australianopen championship commendable effort proceeding to bed
88,portman firth speech win sag award los angeles jan upi star king speech ho,Portman Firth's SAG Award-winning speech in Los Angeles during January was covered by UPI Star King Ho.
79,police open fire yemen protester sanaa yemen ap witness police opened fire break,an ap witness reported that police opened fire on a protester in sanaa yemen
60,variety freshwater aquarium fish,A range of freshwater fish suitable for aquariums.
57,save poptarts tmr chicago foot snow hour forecaster,Save poptarts for tomorrow's Chicago snow forecast hour foot.
100,rnc best shot knocking debt time race leading pack,"rnc's top chance is knocking debt in a time race, leading pack"
60,pound test bass fishing rod yahoo answer,Yahoo Answers provides information on pound test bass fishing rods.
14,watched solid acting anthony hopkins sr beauty alice braga rite view,"Viewed strong performances by Anthony Hopkins, Sr., Beauty, Alice Braga, and Rite View."
55,acai berry weight loss diet plan healthy weight reduction number diet plan,Acai berry-based diet plans focus on healthy weight reduction through numbered dietary approaches.
97,master phd scholarship university manitoba canada beasiswa scholarship,"Master's and PhD scholarships at the University of Manitoba in Canada, including beasiswa scholarships."
60,best worm bait fishing thom conroy helium,Best worm bait fishing by thom conroy with helium
55,acai berry work lose weight lose weight heard acai berry pe,"Acai berry is said to aid in weight loss, with repeated references to losing weight and hearing about acai berry pe."
66,journalist targeted pro mubarak force egypt video,A journalist targeted a pro-Mubarak force in Egypt regarding a video.
88,bbc news king speech lead oscar field,bbc news covers king speech leading oscar field
97,student juvenile arthritis apply college scholarship staff report arthritis foundation,"A student with juvenile arthritis applies for a college scholarship, with staff reporting to the arthritis foundation."
77,love ncis arc outcome funeral,Cherish the NCIS storyline's final event being a funeral.
46,leon payn bottega veneta coming,leon payn from bottega veneta is coming
66,egypt protest gauntlet officer beating stick,Protesters in Egypt face a gauntlet of officers wielding sticks for beating.
79,yemen president quit february updated,yemen's president stepped down in february as updated
36,suicide bomber kill moscow airport explosion ripped interna lukewilliamss,"A suicide bomber killed individuals in the Moscow airport explosion that ripped through the international area, involving Lukewilliamss."
62,starbucks trenta cup hold entire bottle wine random starbucks trenta college,random instances of starbucks trenta cups holding an entire bottle of wine at starbucks trenta college
86,vincent tabak man accused jo yeates murder deeply saddened death telegraph,vincent tabak the man accused of jo yeates' murder expressed deep sorrow over her death according to the telegraph
22,florida judge declares entire healthcare law void month half ago virginia judge key pr,a florida judge declared the entire healthcare law void half a month ago and a virginia judge's key pr
99,motorola xoom super bowl commercial tip hat apple spot video,The motorola xoom super bowl commercial includes a tip hat and an apple spot in the video.
60,fly fishing magazine guide,guide to fly fishing magazines
97,cost financial aid chicago school professional psychology,Financial aid costs at Chicago School for professional psychology.
99,eminem brisk super bowl commercial,A commercial for Brisk during the Super Bowl featuring Eminem
66,american journalist bloodied detained egyptian force dozen foreign journalist egypt attac,"A dozen foreign journalists were detained by Egyptian forces, including an American journalist who was bloodied."
96,gallery celebrity sighting sundance film festival,A gallery featuring a celebrity sighting at the Sundance Film Festival.
97,whycollegenow present college scholarship fantastic post college scholar,whycollegenow presents a college scholarship for a fantastic post-college scholar
90,ll sporting mine will mac wednesday february anti bullying day,ll sporting mine will mac wednesday february anti bullying day
108,identity theft cost infographic long ago identity theft online,An infographic on the cost of identity theft has been available online for a long time.
87,favorite thing chicken breast,chicken breast is the top choice
59,glenn beck rating year ago fb,glenn beck review a year ago fb
22,judge strike healthcare reform law,The judge invalidated the healthcare reform law.
25,tsa body scanner spot bomb dong tsa,TSA body scanner spot bomb dong TSA
67,boston celtic jermaine neal arthroscopic knee surgery recovery period week espn nba,jermaine neal of the boston celtics undergoes arthroscopic knee surgery with a one-week recovery period according to espn and the nba
104,video terror texting toronto gta news toronto sun,Toronto Sun reports on video of terror-related texting in GTA region.
55,weight loss diet plan living healthy acai berry adi news acai berry promote weight loss imp,"A weight loss diet plan emphasizes living healthy through acai berries, with adi news highlighting their role in promoting weight loss, imp."
60,fishing ski report detroit free press ice fishing continues heavy snow will travel,"The Detroit Free Press reports that ice fishing remains active despite heavy snowfall, with travel conditions expected to persist."
66,nut war medium continues al jazeera journalist arrested cairo camera equipment seized egypt jan aljazeera,"An Al Jazeera journalist was arrested in Cairo during jan, with camera equipment seized in Egypt as the nut war's medium continues."
85,best buy future proof tech purchase buy program cost istockanalyst press release,"Istockanalyst's press release covers Best Buy's buy program for future-proof technology purchases, including associated costs."
96,james franco platinum blonde hilarious jac,james franco known as jac with platinum blonde hair is hilarious
77,obsession gt ncis,Obsession surpasses NCIS
66,egyptian military rounding journalist egypt pm issue apology star egypt live blog jan,egyptian military rounds journalist on egypt pm's apology issue; star egypt live blog jan
88,full list nominee official oscar website,The official Oscar website provides a full list of nominees.
96,phife dawg atcq speaking sundance film festival video,Video of Phife Dawg from ATCQ speaking at the Sundance Film Festival
60,caught lb pike flick fishing flickfishing,A one-pound pike was caught using flick fishing and flickfishing techniques.
56,right group claim chavez judiciary foe,A right group claims that Chavez is a foe of the judiciary.
99,vote favorite superbowl commercial poll don love,Vote for your favorite Super Bowl commercial in the poll â€?don love.
79,march yemen president day rage,A day of rage march in Yemen involving the president.
99,car commercial boring volkswagon enjoyed superbowl spot,A car commercial that was seen as boring featured volkswagon's superbowl spot which was enjoyed.
74,option credit card debt consolidation loan,A loan option for consolidating credit card debt.
99,didn doritos commercial boring superbowl,Don Doritos commercial was deemed boring during the Super Bowl.
81,pcworld android tablet smartphone boost samsung,a pcworld android tablet smartphone boost samsung
14,film rite based training real priest film faith catholic exorcist,"A film about rite-based training, a real priest's faith, and the catholic exorcist."
25,consumerist tsa testing revealing full body scanner software,consumerist's tsa testing reveals full body scanner software
96,star head sundance,Sundance Star Head
66,hillary clinton egypt state hillary clinton treatment journalist coveri,a journalist covering hillary clinton's treatment in egypt states hillary clinton
62,news day starbucks trenta cup hold entire bottle wine,Starbucks' Trenta cup holds an entire bottle of wine according to news day.
20,live tweet taco bell claim meat beef wasn typo,"A live tweet from Taco Bell claimed that the meat is beef, but there was a typo."
37,giffords condition upgraded good,Giffords' condition has been upgraded to good.
45,social medium tool protest middle east police worst,"A social medium tool was used in protests across the Middle East, with police facing the worst."
99,pack vw superbowl darth vader commercial easily best well vw,A pack of VW Superbowl Darth Vader commercial is easily the best well VW.
85,best buy target launch buy electronics offer currently rachel blog travel industry news,"Rachel's blog currently features an electronics purchase offer from Best Buy and Target, alongside travel industry news."
99,motorward kia optimum epic ride super bowl commercial,kia optimum's epic ride motorward super bowl commercial
96,celebrity sighting sundance film festival,Celebrity appearances at the Sundance Film Festival
79,protest erupt yemen,A protest erupted in Yemen.
107,indian navy arrest pirate drama high sea major anti piracy operation,indian navy arrested a pirate during a dramatic incident on the high seas as part of a major anti-piracy operation
79,yemeni president ali abdullah saleh will seek extend presidency appoint son role current,yemeni president ali abdullah saleh intends to extend his presidency by appointing his son to a current role
87,pesto presto chicken pesto presto chicken feel good favorite cozy meal famil,"Pesto and chicken in a quick meal, a cozy favorite that feels good for the famil."
83,russia stuxnet caused chernobyl david brunnstrom reuters david brunnstrom reuters rus,russia's stuxnet connection to chernobyl was reported by david brunnstrom of reuters with additional input from reuters and 'rus'
45,political power social medium foreign affair,"Political authority, social platforms, and international matters."
42,iran executes iranian dutch woman,iran carries out execution of an Iranian-Dutch woman
85,best buy launch electronics buy program timing shopping gadget socialmedia,Best Buy launches an electronics purchase program with timing for shopping gadgets on social media.
79,thousand protest yemen,A thousand protests occurred in Yemen.
55,acai berry juice diet regime operate excess weight heading answer question soo,"A diet regimen involving acai berry juice addresses excess weight, with a heading answering the question 'soo'."
75,christina aguilera flubbed national anthem lost moment bw,christina aguilera messed up national anthem losing moment bw
75,artsbeat christina aguilera flub national anthem nytimes share friend art classical musi,Artsbeat on NYTimes includes Christina Aguilera's flub of the national anthem alongside sharing art and classical music with a friend.
88,king speech garnered oscar nomination assuring hollywood handful general public watched movie,"The king's speech received an Oscar nomination, assuring that a handful of Hollywood and the general public watched the movie."
10,protest protect human history human wall protecting cairo museum egypt egypte egipto mubarak pls,"A protest involving a human wall to protect human history at Cairo Museum in Egypt (Egypte, Egipto) under Mubarak, please."
77,love shirt store ncis,ncis love shirt store
99,audi commercial best superbowl,audi's best superbowl commercial
72,love reali kardashian saludos mexico,Greet RealI Kardashian with love from Mexico
99,superbowl ad ehhhh doritos funny lame brandbowl,superbowl ad ehhhh doritos humorous yet unimpressive brandbowl
90,loved sense humor article help bully proofing child gt,The article is loved for its sense of humor and helps children with bully-proofing.
87,mama favorite easy chicken pasta mother knew food knew hand,"Mama's favorite easy chicken pastaâ€”mother knew the food, which was known by hand."
99,hit em kenny love audi commercial superbowl,"Hit 'em, Kenny Love: Audi's Super Bowl commercial"
88,annual academy award nomination announced film,The annual Academy Award nomination for the film was announced.
71,djokovic longer slam wonder novak djokovic enjoyed crushing australian open final triumph andy murray,novak djokovic's longer slam wonder was achieved through his crushing australian open final victory over andy murray
20,beef beef law firm sue taco bell false advertising cattle,A law firm sues Taco Bell for false advertising involving beef beef and cattle.
85,best buy launch electronics buy program timing shopping gadget,best buy launches an electronics purchase program with timing for gadget shopping
99,volkswagen star war commercial dominates super bowl twitter buzz,volkswagen's star war commercial leads the super bowl's twitter conversation
66,day bloody clash egypt foreign journalist arrested,A foreign journalist was arrested during a bloody clash in Egypt on a day.
88,oscar race speed sag award news,"oscar race updates, sag award news, and speed-related information"
22,federal judge rule health care law violates constitution nacsonline,"A federal judge ruled that the health care law violates the constitution, according to Nacsonline."
37,bbc news america giffords health good medic condition congresswoman gabrielle giffords,congresswoman gabrielle giffords' health remains in good medic condition according to bbc news america
75,aguilera repeat national anthem ap ap christina aguilera flubbed hawaii alohatone,christina aguilera repeated the national anthem at an event in hawaii where she flubbed the alohatone; ap ap
96,james franco sundance drag,sundance drag featuring james franco
99,chrysler minute commercial worth penny,A Chrysler minute commercial that is worth a penny.
87,bbc food recipe thai green chicken curry,Thai green chicken curry recipe from BBC Food
109,vote best documentary oscar poll express pls,Express your vote for the best documentary Oscar in the poll please.
108,identity theft cost infographic,Infographic detailing costs associated with identity theft
21,rahm emanuel chicago ballot news,news regarding rahm emanuel's chicago ballot
104,remember alex brown,recall alex brown
10,keeping informed,Stay informed
99,thumb xoom super bowl commercial great dig earphone,Thumb the Xoom Super Bowl commercial for a great dig and an earphone.
55,burn pound today day check burn fat,Today's daily check of burning fat and pound
66,attack journalist send message lt gt cnbc twitter lt gt,An attack on a journalist included sending a message via CNBC's Twitter account.
70,death rock roll sunday farmer market sunday farmer market crisis bu,"A crisis at the Sunday farmer market on death rock roll, with another Sunday farmer market and bu."
83,duck security expert warn stuxnet boomerang security,A duck security expert warns about Stuxnet's boomerang in security.
99,youtube video gm chevy super bowl commercial bumblebee,A YouTube video featuring a GM Chevy Super Bowl commercial starring Bumblebee.
96,sundance sexytime park city sundance,Sundance in Park City and the Sexytime Event
65,lady press ahead fitness campaign fort jackson sc obama battling childh,"A woman advances a fitness campaign at Fort Jackson, SC, while Obama battles childh."
96,sundance interview demi moore airing tonight,The interview with Demi Moore at Sundance will air tonight.
55,buy acai berry weight loss product read buy acai berry weight loss product,purchase acai berry-based weight loss supplement view purchase acai berry-based weight loss supplement
95,cnn tech hack facebook unlocks security facebook adding security feature afte,A tech hack by CNN unlocks security for Facebook through adding a security feature after
66,egypt journalist targeted hilton hotel cairo pro mubarak supporter led army rio,A journalist from Egypt was targeted at the Hilton Hotel in Cairo by a pro-Mubarak supporter who led the army and Rio.
38,thousand protest jordan demand pm step,A thousand protesters in Jordan are demanding that the Prime Minister take a step.
84,sidney crosby concussion raise safety debate hockey spark discussion,"Sidney Crosby's concussion sparked a safety debate in hockey, prompting discussions."
60,gear salmon fishing,Salmon fishing gear
64,traffic depot update study city red light camera fewer fatal accident traffic camera,A study on the city's traffic depot update indicates that red light cameras correlate with fewer fatal accidents through traffic camera systems.
93,nyc feb entrepreneur fashion lover networkers join brightnight join,"New York City's February gathering for entrepreneurs, fashion enthusiasts, and networkers includes joining brightnight and joining."
14,movie review rite anthony hopkins rite photo warner bros left explore,Movie review titled 'Rite' features Anthony Hopkins and 'Photo Warner Bros.' Left exploring.
67,espn nba celtic kendrick perkins knee surgery will season debut tuesday cavalier celtic,espn reports that kendrick perkins of the celtics will have his season debut on tuesday following knee surgery alongside mention of cavalier celtic.
62,seriously wonder american overweight starbucks trenta cup unhealthy detail,An overweight American might seriously wonder about the unhealthy details of a Starbucks Trenta cup.
56,venezuela chavez threatens seize bank efe president hugo chavez threatened expropriate venezuelan,venezuela's president hugo chavez threatened to seize a bank and expropriate venezuelan entities according to efe
52,disease health risk bed bug bite,Health risks and disease may arise from bed bug bites.
24,joe buck seat couldn accommodated super bowl,Joe Buck's seat was not accommodated for the Super Bowl.
41,hawaii offer obama birth document honolulu jan upi bid quiet birthers hawaiian legisl,"The Hawaiian legislature provided Obama's birth certificate from Honolulu in January via UPI, addressing the quiet efforts of birthers."
92,wall street set edge labour market data eyed gmt future dow jones,wall street remains attentive to labour market data with gmt future and dow jones under observation
14,movie review rite movie moviereviews,a movie review rite movie moviereviews
36,dead moscow airport explosion cnn,"Moscow airport explosion: dead, CNN reports"
57,lake shore drive closed blizzard,lake shore drive closed due to a blizzard
98,tax proposed fund flood relief,A tax proposal aims to fund flood relief.
104,follow johnny mac jeanne pledge text drive,Follow Johnny Mac and Jeanne in the pledge text drive.
71,murray djokovic battle fill vacuum,murray and djokovic's battle to fill the vacuum
75,christina aguilera defends fumbling national anthem super bowl,Christina Aguilera defends her fumbled national anthem at the Super Bowl.
80,ice scrutiny chipotle broadens,Ice scrutiny at Chipotle broadens
96,anton yelchin choked felicity jones mtv sundance celebrity photo booth,anton yelchin choked while with felicity jones at mtv sundance celebrity photo booth
11,robert kubica involved serious rallye accident,robert kubica was involved in a serious rallye accident
79,protest yemen,protest in yemen
36,news uk foreign office urgently checking briton caught explosion rep,"UK Foreign Office is urgently examining a Briton involved in an explosion, rep."
96,makeshift portrait studio sundance,Sundance: an improvised portrait studio
104,luster texting driving,Texting while driving reduces luster.
72,kinda wished lived life kim kardashian,Kinda wished to live a life of kim kardashian.
97,master scholarship international relation austria beasiswa scholarship,A master scholarship in international relation available in Austria through beasiswa.
97,time thinking financial aid join fafsa day sunday dean,"On Sunday, Dean, time to think about financial aid and join FAFSA."
14,rite review movie,rite a movie review
60,pm pm hosting baited sea fishing contest prize st,two pm hosting baited sea fishing contest prize st
99,vw superbowl commercial imho winner sweet adorable,"In my opinion, Volkswagen's Super Bowl commercial is a winner that's both sweet and adorable."
55,healthy weight loss acai berry bamadems acai berry ambria dealcenter,"Acai berry products provide healthy weight loss options from brands such as bamadems, ambria, and dealcenter."
60,fly lt gt fishing lt gt film tour showing providing comfy winter escape,A film tour showcasing a comfortable winter escape through flying and fishing activities.
55,acai berry health benefit weight loss improvement,Acai berry's health benefit contributes to weight loss improvement.
60,fishing delaware water gap national recreation area article delaware water gap national recreation,An article about fishing in the Delaware Water Gap National Recreation Area.
96,sundance film festival bing style check scene sundance film festival bing,"A check scene in Bing's style at the Sundance Film Festival, also called Sundance Film Festival Bing."
99,status chevy cruze super bowl ad love superbowl commercial check imabzzagenr,Status: Love the Chevy Cruze Super Bowl ad â€?check superbowl commercial! imabzzagenr
55,acai berry weight loss diet plan healthy weight reduction number diet plan,Acai berry-based diets offer healthy weight loss and weight reduction through a number of dietary plans.
60,game fish seek ferret finding volunteer arizona game fish department offering rare opportuni,The Arizona Game and Fish Department is offering a rare opportunity for volunteers seeking ferret findings.
96,mary kate ashley olsen younger sister hit sundance,the younger sister of mary kate ashley olsen hit sundance
104,well cant drive thing will text drive,Well can't drive; the thing will text drive.
55,weight loss diet plan acai berry antioxidant popular supplement include antioxidant rich acai berry,"A weight loss diet plan may include the antioxidant-rich acai berry, a popular supplement."
94,horse racing handicapping,horse racing odds evaluation
19,hey mid hudson public employee job security mclaughlin hope helped,"Hello, Mid Hudson public sector job security: McLaughlin hoped to help."
107,somali pirate flown seoul somali men suspected hijacking south korean cargo ship arabian,A Somali pirate was flown to Seoul; Somali men are suspected of hijacking a South Korean cargo ship in the Arabian region.
95,facebook privacy setting user,User of Facebook's privacy setting
22,reagan appointed judge obamacare pound sand patient protection affordable care,"Reagan appointed a judge and was associated with Obamacare, pound sand, patient protection, and affordable care."
75,video christina aguilera sings national anthem loud super bowl xlv post sbnation,"A video shows Christina Aguilera performing the national anthem loudly at Super Bowl XLV, posted on SB Nation."
85,find best buy upgraded upgrade buy program,Identify top purchase option for upgraded and upgrade buy programs
104,commit texting tweeting driving,"Engage in texting, tweeting, and driving"
42,iran iran hang iranian dutch woman drug smuggling iranelection,iran iran hang iranian dutch woman drug smuggling iranelection
104,podominick texting drive died,The texting initiative led by Podominick concluded.
81,iphone share smartphones phone asymco chart,Smartphone and iPhone phone share data from Asymco's chart.
10,touching story protester protecting museum jan egypt,A touching story of a protester protecting a museum in Egypt featuring jan
55,acai berry fact lose weight acai berry lose super online deal net lfittips,Acai berry fact for losing weight and acai berry's super online deal on net lfittips.
20,taco bell beef taco meat filling,beef taco meat filling for tacos from taco bell
95,facebook privacy setting user,A user of Facebook's privacy setting
90,calling participate calling week january,Calling to participate during the week of January.
104,watched extreme makeover tonight awesome apart,"I watched Extreme Makeover tonight; it was awesome, but apart."
99,doritos commercial funniest,The funniest doritos commercial
95,blog protect facebook account hacker fbs security feature,A blog discussing how to protect a Facebook account from hackers using FBS security features.
60,vancouver men busted illegal ice fishing three ice fishing prohibited barbed hook ba,"Three men from Vancouver were arrested for illegal ice fishing using a barbed hook, as ice fishing is prohibited."
104,smile katrina face extreme makeover aww seriously dont text drive,"Katrina's face during an extreme makeoverâ€”aww, seriously, dont text drive."
88,oscar nomination list king speech lead nomination,oscar award nominations list includes lead nomination for king speech
60,fishing southwest ohio realtime article copious system air force job health care medic,"A real-time article on fishing in Southwest Ohio includes a copious system, an Air Force job, and healthcare medic details."
60,calgary gal fish tank aquarium amp stand access price dropped,A Calgary gal's fish tank aquarium amp stand access has seen a price drop.
95,full http support facebook making site secure user fb,Facebook provides full HTTP support to ensure the site is secure for users.
99,check video chrysler eminem imported detroit super bowl commercial ad,Check the video featuring Chrysler's Eminem imported Detroit Super Bowl commercial advertisement.
22,vinson rule entire hcr law lack severability clause entire text,"The Vinson Rule applies to the full text of the HCR law, which lacks a severability clause entirely."
21,illinois supreme court rahm chicago resident eligible mayor examiner illinois suprem illinois,illinois supreme court rahm chicago resident eligible mayor examiner illinois suprem illinois
72,hey kris big fan watch kardashian lot love day,Hey kris i'm a huge fan of watching the kardashian show and love it every day
10,damaged artifact egyptian national museum cap al jazeera live stream egypt jan,A damaged artifact from the Egyptian National Museum was covered in a live stream by Al Jazeera in Egypt during January.
104,don text drive,Do not text while driving
